"ID_place","Author","Project","Year","Status","Public","Latitude","Longitude","Country","Name_mod","Name_hist","Hydro_type","Hydro_name_mod","Hydro_name_hist","Locat_secure","Locat_text","Locat_precision","Source_hist","Source_feature_arch","Source_find_arch","Source_other","Place_type_general","Place_technique","Place_topography","Place_infrastructure","Place_function","Place_goods_finds","Actors_Activity","Place_hierarchy","Place_secure_info","Date_min","Date_max","Date_pre_1_cent_BC","Date_1_cent_BC","Date_1_cent_AD","Date_2_cent_AD","Date_3_cent_AD","Date_4_cent_AD","Date_5_cent_AD","Date_6_cent_AD","Date_7_cent_AD","Date_8_cent_AD","Date_9_cent_AD","Date_10_cent_AD","Date_11_cent_AD","Date_12_cent_AD","Date_13_cent_AD","Date_14_cent_AD","Date_15_cent_AD","Date_16_cent_AD","Date_17_cent_AD","Date_18_cent_AD","Date_19_cent_AD","Date_20_cent_AD","Date_secure","Date_text","Ref_hist","Ref_mod","Comments"
1543,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.939,13.718,"Germany","Dornbuschwrack II",,"lake","Werbelinsee",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,1800,1900,,,,,,,,,,,,,,,,,,,,,"yes",,"reliable","Dated by the archaeological record and typology",,"Reinfeld/Knepel 2016",
1544,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.437,9.359,"Germany","Dörpstedt",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.16",
1545,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.689,9.219,"Germany","Drakenburg",,"river","Weser",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.126 (Taf. 27)",
1546,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.897,14.513,"Germany","Drewitz",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.30",
1547,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.923,12.213,"Germany","Dudinghausen 2",,"lake","Hohen Sprenzer See",,"reliable",,,"no","yes","yes",,"vessel","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Bleile 2005, S. 107",
1548,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",51.418,6.63,"Germany","Duisburg-Kaldenhusen",,"river","Rhine",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,790,790,,,,,,,,,,"yes",,,,,,,,,,,,,"highly reliable","Dated via radiocarbon dating (790 +/-60 cal.)",,"Hermanns 2008, S. 81ff.; Kröger 2014a; Hirte 1987 V.244",
1549,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.399,6.687,"Germany","Duisburg-Rheinhausen",,"river","Rhine",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 V.245; Hermanns 2008, Nr. 10",
1550,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.546,8.347,"Germany","Dümmerlohausen",,"river","Hunte",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-2500,-2500,"assumed",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated via pollen profile",,"Hirte 1987 IV.127 (Taf. 91)",
1551,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.516,8.304,"Germany","Dümmerlohausen",,"river","Dümmer Randkanal",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-5500,-5500,"assumed",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated via pollen profile",,"Hirte 1987 IV.128",
1552,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.529,8.312,"Germany","Dümmerlohausen",,"lake","Dümmer",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.129",
1553,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.538,8.31,"Germany","Dümmerlohausen",,"river","Dümmer Randkanal",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-6517,-6517,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (BP 7610+/-100 - 7700+/-75 -7670+/-75)",,"Hirte 1987 IV.130",
1554,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.928,8.289,"Germany","Durmersheim 4 1932",,"river","Rhine",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IX.402",
1555,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.931,8.284,"Germany","Durmersheim, Lkr. Rastatt",,"river","Federbach",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1104,1104,,,,,,,,,,,,,,"yes",,,,,,,,,"highly reliable","Dated via dendrochronology (1104d +/-10)",,"Hirte 1987 IX.399; Kröger 2014a",
1556,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.935,8.271,"Germany","Durmersheim, Lkr. Rastatt",,"river","Federbach",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,927,927,,,,,,,,,,,,"yes",,,,,,,,,,,"highly reliable","Dated via dendrochronology after 927d",,"Hirte 1987 IX.400; Kröger 2014a",
1557,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.923,8.253,"Germany","Durmersheim, Lkr. Rastatt",,"river","Federbach",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1104,1104,,,,,,,,,,,,,,"yes",,,,,,,,,"highly reliable","Dated via dendrochronology (1104d +/-10)",,"Hirte 1987 IX.401 (Taf. 104); Kröger 2014a",
1558,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.227,6.768,"Germany","Düsseldorf",,"river","Rhine",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hermanns 2008, Nr. 8",
1559,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",51.3,6.732,"Germany","Düsseldorf, Kaiserwerth",,"river","Rhine",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,1650,1750,,,,,,,,,,,,,,,,,,,"assumed","assumed",,,"reliable","Dated via written sources",,"Tournay 2010, S. 35f.; Hyttel 2011, S. 52ff.; Schletter 2012",
1560,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",51.257,6.721,"Germany","Düsseldorf, Mönchenwerth",,"river","Rhine",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,1825,1900,,,,,,,,,,,,,,,,,,,,,"assumed",,"uncertain","Dated via typology",,"Jaeger 1979; Böcking 1980, S. 341",
1561,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",51.222,6.768,"Germany","Düsseldorf, Rheinufertunnel",,"river","Rhine",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,1792,1792,,,,,,,,,,,,,,,,,,,,"yes",,,"highly reliable","Dated via dendrochronology after 1792d",,"Fimpeler 2008, S. 34f.; Lommerzheim/Oesterwind 2004, S. 146f.",
1562,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.696,10.557,"Germany","Duvensee",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.18",
1563,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.076,10.954,"Germany","Ebensfeld",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1225,1225,,,,,,,,,,,,,,,"yes",,,,,,,,"highly reliable","Dated via dendrochronology around 1235d",,"Kröger 2017, EN 61",
1564,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.067,10.947,"Germany","Ebensfeld",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1349,1349,,,,,,,,,,,,,,,,"yes",,,,,,,"highly reliable","Dated via dendrochronology around 1354d",,"Kröger 2017, EN 79",
1565,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.337,10.549,"Germany","Echem",,"river","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.131",
1566,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.953,10.025,"Germany","Eckholt",,"river","Osterau",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.19",
1567,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.04,8.475,"Germany","Eddersheim",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 VI.298/299; Kröger 2017, EN 39",
1568,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.68,14.113,"Germany","Eggesin",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.31; Bleile 2008 Nr. 18",
1569,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",47.807,11.641,"Germany","Eglsee",,"lake","Eglsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Pflederer/Weski 2009, Nr. 15",
1570,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.195,9.03,"Germany","Eisbergen",,"river","Weser",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1518,1518,,,,,,,,,,,,,,,,,"assumed","yes",,,,,"reliable","Dated via radiocarbon dating (BP 410+/-45)",,"Hirte 1987 V.247 (Taf. 53); Hermanns 2008, Nr. 36",
1571,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",52.193,9.031,"Germany","Eisbergen, Lkr. Minden-Lübbecke",,"river","Weser",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,765,765,,,,,,,,,,"yes",,,,,,,,,,,,,"highly reliable","Dated via radiocarbon dating (1250 BP +/-45)",,"Hirte 1987 V.246 (Taf. 52); Kröger 2014a; Hermanns 2008, Nr. 35",
1572,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",52.188,9.042,"Germany","Eisbergen, Lkr. Minden-Lübbecke",,"river","Weser",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1158,1158,,,,,,,,,,,,,,"yes",,,,,,,,,"highly reliable","Dated via dendrochronology after 1158d",,"Hirte 1987 V.248 (Taf. 53); Wendler 2011, 111; Kröger 2014; Hermanns 2008, Nr. 37",
1573,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.889,8.951,"Germany","Ellhöft",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.20",
1574,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.974,10.666,"Germany","Eltmann",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Kröger 2017, EN 58",
1575,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.349,7.207,"Germany","Emden",,"river","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.132 (Taf. 50)",
1576,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.511,6.983,"Germany","Emscher 1",,"river","Emscher",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 V.249",
1577,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.521,7.027,"Germany","Emscher 2",,"river","Emscher",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 V.249",
1578,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.178,7.55,"Germany","Emsdetten",,"river","Ems",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hermanns 2008, Nr. 2",
1579,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.183,8.926,"Germany","Erder",,"river","Weser",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 V.250 (Taf. 55); Hermanns 2008, Nr. 38",
1580,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",47.877,9.418,"Germany","Esenhauser Ried o. J.",,"lake","Esenhauser Ried",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IX.403",
1581,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.668,9.603,"Germany","Esmarksüderfeld",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.21",
1582,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",52.333,7.739,"Germany","Espel-Recke, Lkr. Steinfurt",,"lake","wohl verlanderter See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,600,800,,,,,,,,,"assumed","assumed",,,,,,,,,,,,,"uncertain","Dating basis uncertain (7th to 8th cent.)",,"Hermanns 2008, S. 86; Kröger 2014a",
1583,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",51.487,6.925,"Germany","Essen",,"river","Ruhr",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,500,1000,,,,,,,"assumed","assumed","assumed","assumed","assumed","assumed",,,,,,,,,,,"very uncertain","Dating basis uncertain (""Early medieval?"")",,"Hermanns 2008, S. 87; Kröger 2014a",
1584,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",50.627,6.807,"Germany","Euskirchen-Stotzheim",,"river","Erft",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hermanns 2008, Nr. 16",
1585,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",52.571,9.543,"Germany","Evensen, Lkr. Region Hannover",,"river","Leine",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1090,1090,,,,,,,,,,,,,"yes",,,,,,,,,,"highly reliable","Dated via radiocarbon dating (945 BP +/-40 / 2830 BP +/-60)",,"Hirte 1987 IV.133 (Taf. 90); Kröger 2014a",
1586,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.87,10.17,"Germany","Fahr",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Kröger 2017, EN 75",
1587,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.444,11.484,"Germany","Fahrbinde",,"river","Stör",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.33",
1588,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",53.937,9.026,"Germany","Fahrstedt",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","planked vessel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1989, S. 128",
1589,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",47.75,12.765,"Germany","Falkenseebach",,"lake","Falkenseebach",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1630,1630,,,,,,,,,,,,,,,,,,,"yes",,,,"highly reliable","Dated via radiocarbon dating (BP 320 +/- 36; KI - 2139)",,"Pflederer/Weski 2009, Nr. 16",
1590,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.087,9.627,"Germany","Federseeried 1843 (Federsee 21)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 88",
1591,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.07,9.613,"Germany","Federseeried 1855",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1592,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.072,9.643,"Germany","Federseeried 1860 (Federsee 18)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 86ff.",
1593,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.075,9.645,"Germany","Federseeried 1880 (Federsee 17)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 86",
1594,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.099,9.639,"Germany","Federseeried 1907 (Federsee 22)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 88",
1595,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.076,9.621,"Germany","Federseeried 1915 (Federsee 20)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 88",
1596,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.083,9.641,"Germany","Federseeried 1919 (Federsee 13)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83f.",
1597,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.087,9.616,"Germany","Federseeried 1920 (Federsee 15)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 85f.",
1598,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.097,9.632,"Germany","Federseeried 1921 (Federsee 1)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-4000,-4000,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 77ff.",
1599,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.079,9.642,"Germany","Federseeried 1923",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1600,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.079,9.633,"Germany","Federseeried 1927/1 (Federsee 2)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 80",
1601,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.081,9.634,"Germany","Federseeried 1927/2 (Federsee 3)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 81",
1602,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.08,9.626,"Germany","Federseeried 1927/3 (Federsee 4)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 81",
1603,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.072,9.619,"Germany","Federseeried 1928/1 (Federsee 12)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83",
1604,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.081,9.638,"Germany","Federseeried 1928/2 (Federsee 5)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 81f.",
1605,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.089,9.645,"Germany","Federseeried 1928/3 (Federsee 6)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 82",
1606,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.076,9.638,"Germany","Federseeried 1928/4 (Federsee 9)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-300,-300,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83",
1607,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.076,9.616,"Germany","Federseeried 1928/5 (Federsee 11)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83",
1608,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.074,9.611,"Germany","Federseeried 1928/6 (Federsee 10)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83",
1609,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.091,9.621,"Germany","Federseeried 1929/1 (Federsee 7)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 83",
1610,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.072,9.639,"Germany","Federseeried 1929/2 (Federsee 8)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 83",
1611,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.073,9.613,"Germany","Federseeried 1930/1",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83",
1612,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.075,9.611,"Germany","Federseeried 1930/2",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83",
1613,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.076,9.621,"Germany","Federseeried 1930/3",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83",
1614,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.072,9.616,"Germany","Federseeried 1930/4",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1050,-1050,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 83",
1615,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.093,9.626,"Germany","Federseeried 1932",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1616,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.078,9.64,"Germany","Federseeried 1937",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-300,-300,"assumed",,,,,,,,,,,,,,,,,,,,,,"very uncertain","Dating basis uncertain",,"Hoffmann/Mainberger 2017",
1617,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.076,9.609,"Germany","Federseeried 1939",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1618,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.094,9.643,"Germany","Federseeried 1941",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1619,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.097,9.635,"Germany","Federseeried 1950",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
